videoid,name,page_idx,page_dir,duration,contentUrl
200190,"a person and a man riding a bike and a motorcycle respectively down a brick road, with a city street on the side where cars are parked and a bus is driving, the road is flanked by tall buildings."
200191,a white car driving down a road next to a lush green forest
200192,"a large ferris wheel in a city on a cloudy day, the city street filled with lots of tall buildings, people riding bikes, and a man riding a scooter next to a fence."
200193,"a street in a city lined with tall buildings and parked cars, featuring a car driving, a woman riding a bike, and a man walking."
200194,"a group of people riding scooters down a road, the road with parked motorcycles and bikes on the side."
200195,"a close up of a car driving on a race track and down a road, with a view of a runway from the car window, and a person riding a skateboard down a street."
200196,"a city street filled with lots of traffic next to tall buildings, including two cars parked on the side of the road, another car driving down a street next to a bridge."
200197,"a scene featuring a man and a woman both wearing backpacks, a sign with information about growth and rejuvenation, a building and a display of fire under control in a museum."
200198,"a view of a street next to a traffic light, with a white car, a man riding a motorcycle, and a red bus driving down, also showing a parking lot filled with lots of parked cars."
200199,"a city street with a fountain, a bench, and tall buildings in the background, and groups of people, including a couple, walking down the street and across the road."
200200,"a street with a large building having a lot of windows, cars parked on its side, a group of people standing on the side of the road, and a couple of people walking down the street."
200201,"a white vehicle driving down a street next to tall buildings and trees, with a nearby forest and a skateboarder doing a trick on a ramp."
200202,"a dirt road in the middle of a field with a person riding a motorcycle and a jeep driving down, the field includes a fence and mountains in the background, next to a lush green field."
